Company Name,Rating,Average Salary,Role
Shreyash It Solutions,4.3,2L -2L,Junior Data Scientist
Decimal Point Analytics,4.3,78T -85T,Junior Data Scientist - Monthly
Reliable Process Design Solutions,,15T -16T,Junior Data Scientist - Monthly
US Navy,3.7,4L -4L,Junior Data Scientist
Tableau Software,3.8,2L -2L,Junior Data Scientist - Monthly
Artificial Penetration,4.7,4L -4L,Junior Data Scientist
Carrot Technologies,3.7,6L -7L,Junior Data Scientist
Seecubic,5.0,5L -5L,Junior Data Scientist
Alumnus Software,4.1,7L -8L,Junior Data Scientist
KPIT Technologies,3.8,4L -4L,Junior Data Scientist
Finshell,3.7,4L -4L,Junior Data Scientist
Rolta,2.9,5L -5L,Junior Data Scientist
Dodge Construction Network,2.6,71T -78T,Junior Data Scientist - Monthly
Rubixe,4.1,3L -3L,Junior Data Scientist
Neurobrain Instituto,3.6,5L -6L,Junior Data Scientist
Lumiq (India),3.5,6L -7L,Junior Data Scientist
Softanbees Technologies,1.0,3L -3L,Junior Data Scientist
Atos-Syntel,3.6,10L -10L,Junior Data Scientist
Skoruz,4.6,2L -2L,Junior Data Scientist
Digital University Kerala,4.6,4L -5L,Junior Data Scientist
B Analogicx,,8T -8T,Junior Data Scientist
SoCtronics,3.7,11L -13L,Junior Data Scientist
Myntra,4.1,5L -6L,Junior Data Scientist
Alpha Gamma Solutions,3.8,4L -4L,Junior Data Scientist
Sankhya Analytical Research,3.5,3L -3L,Junior Data Scientist
DataScan,3.3,52T -57T,Junior Data Scientist - Monthly
Insys Technologies,3.0,19T -21T,Junior Data Scientist - Monthly Intern
Learnbay,4.6,3L -3L,Junior Data Scientist
RapidOps,4.1,4L -4L,Junior Data Scientist
Algo8.ai,3.5,5L -5L,Junior Data Scientist - Intern
Exposys Data Labs,3.9,31T -33T,Junior Data Scientist - Monthly
XAMCHECK,3.2,19T -21T,Junior Data Scientist - Monthly
TheMathCompany,4.1,70T -76T,Junior Data Scientist - Monthly
Access Million,,14T -16T,Junior Data Scientist - Monthly
ZedEye Labs,4.3,4L -4L,Junior Data Scientist
Bharti Airtel,4.2,12L -13L,Junior Data Scientist
Aristocrat Technologies,4.0,4L -4L,Junior Data Scientist
iKomet Technology Solutions,4.4,4L -5L,Junior Data Scientist
IBM,4.0,3L -4L,Junior Data Scientist
Quosphere InfoSolutions,4.0,7L -7L,Junior Data Scientist
Thoucentric,4.1,7L -8L,Junior Data Scientist
Apexon,4.0,5L -5L,Junior Data Scientist
Softsoul Technologies,,5L -5L,Junior Data Scientist
PurpleTalk,4.2,5L -6L,Junior Data Scientist
Google,4.4,10T -11T,Junior Data Scientist - Monthly
ICUBE Consultancy Services,4.2,6L -6L,Junior Data Scientist
Rhodenium,1.5,2L -2L,Junior Data Scientist
QDegrees,3.7,5L -5L,Junior Data Scientist
Tribes.AI,4.8,12L -13L,Junior Data Scientist
Artificial Brix,4.7,6L -7L,Junior Data Scientist - Intern
Senquire Analytics,3.8,3L -3L,Junior Data Scientist
EGrowth Technologies,4.3,19T -21T,Junior Data Scientist - Monthly Intern
Western Sydney University,4.1,8L -8L,Junior Data Scientist
Foisys,5.0,19T -21T,Junior Data Scientist - Monthly Intern
MITU Research,5.0,4L -4L,Junior Data Scientist
Wavicle Data Solutions,4.7,4L -4L,Junior Data Scientist
NextOrbit,2.7,3L -3L,Junior Data Scientist
Predictive Minds,3.5,20T -22T,Junior Data Scientist - Monthly
Pravesh,5.0,15T -16T,Junior Data Scientist - Monthly
ABC,3.9,21T -23T,Junior Data Scientist - Monthly
HDFC Bank,3.6,14L -16L,Junior Data Scientist
1mg,3.7,12L -13L,Junior Data Scientist
Nitesh Estates,3.5,4L -4L,Junior Data Scientist
Groots (India),4.0,10T -11T,Junior Data Scientist - Monthly
PBI Analytics,5.0,8L -8L,Junior Data Scientist
Python Developer,4.3,10T -10T,Junior Data Scientist - Monthly
Ashield Technologies,2.9,2L -2L,Junior Data Scientist
Protium,3.9,8L -8L,Junior Data Scientist
VassarLabs,4.3,9L -10L,Junior Data Scientist
Tarun Group,3.5,4L -5L,Junior Data Scientist
Objecttrees Soft Consulting,4.3,3L -3L,Junior Data Scientist
YourOwnROOM,3.9,4L -5L,Junior Data Scientist
Vedantu,3.5,4L -4L,Junior Data Scientist
CustomerInsights.AI,3.3,7L -8L,Junior Data Scientist
Social Prachar,3.8,5L -5L,Junior Data Scientist
Fresher,4.1,7L -7L,Data Analyst/Data Scientist
Professional Data Analysts,4.1,2L -2L,Data Analyst/Data Scientist - Intern
NTT DATA,3.5,6L -6L,Data Analyst/Data Scientist - Contractor
Tiger Anlaytics,3.6,12L -12L,Data Analyst/Data Scientist
Altimetrik,4.1,5L -5L,Data Analyst/Data Scientist - Intern
udaan.com,3.6,26T -28T,Data Analyst/Data Scientist - Monthly
Karur Vysya Bank,3.7,57T -61T,Data Analyst/Data Scientist - Monthly
Hewlett Packard Enterprise | HPE,4.2,7L -8L,Data Analyst/Data Scientist
Freelance.com,4.1,479 -518,Data Analyst/Data Scientist - Hourly
DONE by NONE,4.0,7L -8L,Data Analyst/Data Scientist - Intern
JustLikeNew Technologies,3.7,25T -27T,Data Analyst/Data Scientist - Monthly
Bank of America,4.0,71T -77T,Data Analyst/Data Scientist - Monthly
iNeuron,4.4,6L -7L,Data Analyst/Data Scientist - Intern
Padmini Pest Control,,5T -5T,Data Analyst/Data Scientist - Monthly
i-Process Services,3.1,2L -2L,Data Analyst/Data Scientist
Cognizant Technology Solutions,3.8,8L -9L,Data Analyst/Data Scientist
Advance Ventilation,2.8,25T -27T,Data Analyst/Data Scientist - Monthly
Indus OS,4.7,9L -10L,Data Analyst/Data Scientist
Mu Sigma,3.5,5L -6L,Data Analyst/Data Scientist - Intern
CVS Health,3.1,$92T -$99T,Data Analyst/Data Scientist
Estimators Online,2.9,5L -5L,Data Analyst/Data Scientist
Pavan,3.9,3L -3L,Data Analyst/Data Scientist
CargoX,3.9,60T -66T,Data Analyst/Data Scientist - Monthly
vConstruct,4.2,5L -6L,Data Analyst/Data Scientist
Philips,3.7,29L -31L,Data Analyst/Data Scientist
Optum,3.6,8L -9L,Data Analyst/Data Scientist
Not Listed,3.9,3L -3L,Data Analyst/Data Scientist
Maybank,3.8,17L -18L,Data Analyst/Data Scientist
Dolat-Usha Institute of Applied Sciences and Dhiru-Sarla Institute of Management & Commerce,,10L -11L,Data Analyst/Data Scientist
Absolin Software Solution,5.0,2L -2L,Data Analyst/Data Scientist
Virtusa,3.8,5L -5L,Data Analyst/Data Scientist
Riverhood,5.0,3L -3L,Data Analyst/Data Scientist
Bharat Petroleum,3.8,3L -3L,Data Analyst/Data Scientist
Reliance Industries,4.0,48T -52T,Data Analyst/Data Scientist - Monthly
St. John’s Research Institute,4.2,3L -3L,Data Analyst/Data Scientist - Contractor
SolarArise,5.0,10L -11L,Data Analyst/Data Scientist
ICICI Bank,3.7,18L -20L,Data Analyst/Data Scientist
Mordor Intelligence,3.8,4L -5L,Data Analyst/Data Scientist
BNY Mellon,3.6,62T -68T,Data Analyst/Data Scientist - Monthly
NEWJ,3.9,476 -520,Data Analyst/Data Scientist - Hourly
SelfEmployed.com,4.4,7L -7L,Data Analyst/Data Scientist
Nones,3.9,7L -7L,Data Analyst/Data Scientist
Bajaj Finance,3.7,15L -17L,Data Analyst/Data Scientist
BYJU'S,3.3,16T -17T,Data Analyst/Data Scientist - Monthly Contractor
Bsnl,3.8,29T -31T,Data Analyst/Data Scientist - Monthly
Larsen & Toubro,3.8,43T -47T,Data Analyst/Data Scientist - Monthly
Cartesian Consulting,3.5,5L -5L,Data Analyst/Data Scientist
Cognizer,4.2,51T -55T,Data Analyst/Data Scientist - Monthly
BYJU'S,3.3,4L -4L,Data Analyst/Data Scientist
Barclays,4.0,35L -38L,Data Analyst/Data Scientist
Solverminds Solutions & Technologies Pvt,4.3,6L -7L,Data Analyst/Data Scientist - Intern
Bhatia Alloy Forgings,4.1,27T -29T,Data Analyst/Data Scientist - Monthly
Dream11,3.6,19L -21L,Data Analyst/Data Scientist
YES,4.2,20T -22T,Data Analyst/Data Scientist - Monthly
Sokrati,3.5,6L -6L,Data Analyst/Data Scientist
Infosys,3.3,5L -5L,Data Analyst/Data Scientist
Skill-Lync,3.8,34T -37T,Data Analyst/Data Scientist - Monthly
New Horizon College of Engineering,4.0,28T -30T,Data Analyst/Data Scientist - Monthly
Fluorite Media,5.0,5L -6L,Data Analyst/Data Scientist
Niti Industries,,25T -26T,Data Analyst/Data Scientist - Monthly
Netscribes,3.7,5L -5L,Data Analyst/Data Scientist
Capgemini,3.8,20T -22T,Data Analyst/Data Scientist - Monthly Contractor
Yash Solutions,3.8,4L -4L,Data Analyst/Data Scientist
Walmart Global Tech,3.9,25L -27L,Data Analyst/Data Scientist
Sona Comstar,3.8,11T -12T,Data Analyst/Data Scientist - Monthly Intern
Balaji,3.9,33T -35T,Data Analyst/Data Scientist - Monthly
Tiger Analytics,4.2,10L -10L,Data Analyst/Data Scientist
VIT University,4.3,49T -53T,Data Analyst/Data Scientist - Monthly
Cochin University of Science and Technology,4.3,44T -47T,Data Analyst/Data Scientist - Monthly
Wanderers Leisure Travels,4.5,1L -1L,Data Analyst/Data Scientist - Intern
B.N.M Institute of Technology,3.6,4L -4L,Data Analyst/Data Scientist
Data Entry India,4.2,25T -27T,Data Analyst/Data Scientist - Monthly
INVINCIX,4.8,9L -10L,Data Analyst/Data Scientist
PayPal,4.0,5L -5L,Data Analyst/Data Scientist
Freelancer,4.2,16T -17T,Data Analyst/Data Scientist - Monthly Intern
Great Eastern Shipping,4.2,3L -4L,Data Analyst/Data Scientist
DMI Finance,4.1,15L -16L,Data Analyst/Data Scientist - Intern
UBS,3.9,14L -15L,Data Analyst/Data Scientist
Mphasis,3.6,12L -12L,Data Analyst/Data Scientist
Ramdas & Wong,4.0,46T -49T,Data Analyst/Data Scientist - Monthly Intern
Prutech Solutions,4.2,71L -77L,Data Analyst/Data Scientist
CS Ltd,4.0,8L -9L,Data Analyst/Data Scientist
Bajaj Auto,3.6,14L -15L,Data Analyst/Data Scientist
Collabera,3.8,7L -7L,Data Analyst/Data Scientist
IKS Health,3.4,7L -7L,Data Analyst/Data Scientist
GALYTIX,3.3,6L -6L,Data Analyst/Data Scientist - Contractor
Team Computers,4.2,2L -3L,Data Analyst/Data Scientist
Anheuser-Busch InBev,3.8,14L -16L,Data Analyst/Data Scientist
DataMites,4.1,20T -22T,Data Analyst/Data Scientist - Monthly
SKP Group,3.6,19T -21T,Data Analyst/Data Scientist - Monthly
Birlasoft,3.6,22T -24T,Data Analyst/Data Scientist - Monthly
Honeywell,4.0,5L -6L,Data Analyst/Data Scientist
Ecolab Digital Center,3.8,10L -10L,Data Analyst/Data Scientist
GE Power,3.9,11L -12L,Data Analyst/Data Scientist
Apollo Telehealth Services,4.1,22T -24T,Data Analyst/Data Scientist - Monthly
TIAA,4.0,7L -8L,Data Analyst/Data Scientist
Softcrylic,4.1,3L -3L,Data Analyst/Data Scientist
Mercedes-Benz Research and Development India,4.0,34T -37T,Data Analyst/Data Scientist - Monthly Intern
Alliance University,4.0,16L -18L,Data Analyst/Data Scientist
Coruscate Solutions,4.3,10T -10T,Data Analyst/Data Scientist - Monthly
Excell,3.7,4L -5L,Data Analyst/Data Scientist
UnitedHealth Group,3.7,15L -16L,Data Analyst/Data Scientist
ITCube Solutions,3.4,14T -16T,Data Analyst/Data Scientist - Monthly
SIES Graduate School of Technology,3.3,15T -16T,Data Analyst/Data Scientist - Monthly Intern
Employee Solutions,3.9,25T -27T,Data Analyst/Data Scientist - Monthly
E-Nnovations Technologies and Marketing,2.0,5L -5L,Data Analyst/Data Scientist
Lucid Software,4.4,79T -84T,Data Analyst/Data Scientist - Monthly
Wipro,3.1,3L -3L,Data Analyst/Data Scientist
NielsenIQ,3.9,12L -13L,Data Analyst/Data Scientist
Technocolabs,3.5,1T -1T,Data Analyst/Data Scientist - Monthly Intern
Goldman Sachs,3.9,22L -23L,Data Analyst/Data Scientist
Gandhi Institute of Engineering and Technology,4.4,19T -21T,Data Analyst/Data Scientist - Monthly
Silvercrest Clothing,3.6,4L -4L,Data Analyst/Data Scientist
HyTech Professionals,3.8,44T -47T,Data Analyst/Data Scientist - Monthly
Persistent Systems,4.0,5L -6L,Data Analyst/Data Scientist
*instinctools,4.6,32T -35T,Data Analyst/Data Scientist - Monthly
ExcelR,4.2,3L -3L,Data Analyst/Data Scientist
Professional Data Analysts,4.1,25T -28T,Data Analyst/Data Scientist - Monthly
Maxgen Technologies,4.8,48T -52T,Data Analyst/Data Scientist - Monthly Intern
Zolo,3.4,31T -33T,Data Analyst/Data Scientist - Monthly
IIT Kharagpur,4.4,32T -35T,Data Analyst/Data Scientist - Monthly
Mapup,3.9,8L -9L,Data Analyst/Data Scientist
Cisco Systems,4.4,24L -26L,Data Analyst/Data Scientist
Freelancer,4.2,30T -32T,Data Analyst/Data Scientist - Monthly
Bajaj Allianz General Insurance Co,3.8,10T -11T,Data Analyst/Data Scientist - Monthly Contractor
Couture AI,3.5,10L -10L,Data Analyst/Data Scientist
Blume Global,3.2,8L -8L,Data Analyst/Data Scientist
NCR,3.6,20L -21L,Data Analyst/Data Scientist
Katonic,4.8,9L -10L,Data Analyst/Data Scientist
YASH Technologies,3.8,8L -9L,Data Analyst/Data Scientist
TuringMinds.Ai,2.6,6L -7L,Data Analyst/Data Scientist
DV Analytics,4.9,14L -16L,Data Analyst/Data Scientist
Innodatatics,4.3,20T -22T,Data Analyst/Data Scientist - Monthly
Gamaka,3.0,4L -4L,Data Analyst/Data Scientist - Intern
Hindustan Aeronautics,3.7,20L -22L,Data Analyst/Data Scientist
Kantar,3.7,60T -65T,Data Analyst/Data Scientist - Monthly
Firstsource Solutions,3.4,11L -12L,Data Analyst/Data Scientist
TEKsystems,4.0,32T -34T,Data Analyst/Data Scientist - Monthly
Dun & Bradstreet,3.9,12L -13L,Data Analyst/Data Scientist
Expo Freight,3.3,78T -84T,Data Analyst/Data Scientist - Monthly
Celtic Power and Civil,3.7,1L -1L,Data Analyst/Data Scientist - Intern
Six Red Marbles,3.5,48T -53T,Data Analyst/Data Scientist - Monthly
Wns Global Services,3.5,6L -6L,Data Analyst/Data Scientist
Vedavalli Vidyalaya,3.0,60T -65T,Data Analyst/Data Scientist - Monthly
Hinduja Tech,3.7,4L -4L,Data Analyst/Data Scientist - Contractor
DATEV,4.5,19L -21L,Data Analyst/Data Scientist
Zensar Technologies,3.9,28T -30T,Data Analyst/Data Scientist - Monthly
Centinel Spark Techonologies,4.5,17T -18T,Data Analyst/Data Scientist - Monthly
Bepec Solutions,4.2,4L -5L,Data Analyst/Data Scientist
Serum Institute of India,4.0,17T -19T,Data Analyst/Data Scientist - Monthly
Sonar,4.1,29T -32T,Data Analyst/Data Scientist - Monthly
EduFbarica,4.0,40T -43T,Data Analyst/Data Scientist - Monthly
Renault Nissan Technology & Business Centre,3.7,5L -6L,Data Analyst/Data Scientist
Teleperformance,4.2,4L -5L,Data Analyst/Data Scientist
ScatterPie Analytics,4.5,48T -52T,Data Analyst/Data Scientist - Monthly
Antier Solutions,4.3,5L -6L,Data Analyst/Data Scientist
Hero MotoCorp,4.0,$86T -$94T,Data Analyst/Data Scientist
upGrad,4.1,14L -15L,Data Analyst/Data Scientist
Jio,3.8,10L -10L,Data Analyst/Data Scientist
IIT Madras,4.5,2L -2L,Data Analyst/Data Scientist - Monthly
Sapalogy,3.8,33T -36T,Data Analyst/Data Scientist - Monthly
SocialTek AI and ML Business Solutions,4.2,10T -10T,Data Analyst/Data Scientist - Monthly Intern
Estée Lauder Companies,3.9,10L -10L,Data Analyst/Data Scientist
Blueberrysoft,,9T -10T,Data Analyst/Data Scientist - Monthly
BrahMos Aerospace,4.0,19T -21T,Data Analyst/Data Scientist - Monthly
Bhuvanesh Sales,,10L -10L,Data Analyst/Data Scientist
Enterprise Touch,4.3,4L -4L,Data Analyst/Data Scientist
ada,4.1,5L -5L,Data Analyst/Data Scientist
Anand Rathi,3.7,5T -5T,Data Analyst/Data Scientist - Monthly Intern
Priya Softweb Solutions,4.1,6L -6L,Data Analyst/Data Scientist
TheMathCompany,4.1,7L -7L,Data Analyst/Data Scientist
Unemployed Help Centre,3.9,34T -36T,Data Analyst/Data Scientist - Monthly
Godfrey Phillips India,3.9,5T -5T,Data Analyst/Data Scientist - Monthly Intern
Imperial Auto (India),4.0,22T -24T,Data Analyst/Data Scientist - Monthly
Predictive Analytics Solutions,3.1,22T -24T,Data Analyst/Data Scientist - Monthly
Trendwise Analytics,4.5,32T -35T,Data Analyst/Data Scientist - Monthly
Knowde,3.7,34T -37T,Data Analyst/Data Scientist - Monthly
MeritTrac,3.4,10T -11T,Data Analyst/Data Scientist - Monthly
FINEOS,4.4,6L -7L,Data Analyst/Data Scientist
Mahatma Basaveshwar Education Society College of Engineering,5.0,5L -5L,Data Analyst/Data Scientist
Unifynd Technologies,4.5,5T -5T,Data Analyst/Data Scientist - Monthly Intern
Zdaly,3.2,22L -23L,Data Analyst/Data Scientist
Hexaware Technologies,3.8,10L -11L,Data Analyst/Data Scientist
Cognizant,3.8,2L -2L,Data Analyst/Data Scientist
IDFC First Bank,4.1,1L -1L,Data Analyst/Data Scientist - Monthly
Morgan Stanley,4.0,14L -15L,Data Analyst/Data Scientist
Promaestro Techsource,4.3,6L -6L,Data Analyst/Data Scientist
edureka!,3.7,17T -18T,Data Analyst/Data Scientist - Monthly
TruScholar,4.0,4L -4L,Data Analyst/Data Scientist
ICICI Securities,3.6,4L -4L,Data Analyst/Data Scientist
Mantle Labs,,19L -21L,Data Analyst/Data Scientist
Mindshare Analytics,3.7,7L -7L,Data Analyst/Data Scientist - Contractor
Holtec Consulting,3.4,53T -58T,Data Analyst/Data Scientist - Monthly
SnapBizz Cloudtech,4.2,4L -4L,Data Analyst/Data Scientist
"Government Polytechnic, Pune",5.0,14T -16T,Data Analyst/Data Scientist - Monthly Contractor
CPF ( India),2.8,5L -6L,Data Analyst/Data Scientist
App Orchid,4.5,14L -15L,Data Analyst/Data Scientist
United Medical Laboratories,1.9,7L -7L,Data Analyst/Data Scientist
Dr. Babasaheb Ambedkar Technological University,4.3,29T -31T,Data Analyst/Data Scientist - Monthly Contractor
Manish Arora,3.7,6L -6L,Data Analyst/Data Scientist
HelloSivi,4.5,14T -16T,Data Science Intern - Monthly
Flip Robo,4.4,40T -44T,Data Science Intern - Monthly
IBM,4.0,32T -34T,Data Science Intern - Monthly
Buckman,3.7,24T -26T,Data Science Intern - Monthly
Zeda.io,4.8,39T -42T,Data Science Intern - Monthly
Algo8.ai,3.5,4T -4T,Data Science Intern - Monthly
Faurecia,3.7,15T -16T,Data Science Intern - Monthly
Innomatics Research Labs,4.2,97T -1L,Data Science Intern
Genpact,3.9,14T -16T,Data Science Intern - Monthly
HighRadius,3.7,14T -15T,Data Science Intern - Monthly
bses rajdhani power,3.9,10T -10T,Data Science Intern - Monthly
NewAmps,2.9,8T -9T,Data Science Intern - Monthly
Quality Council of India,3.7,42T -45T,Data Science Intern - Monthly
AiDash,3.9,48T -52T,Data Science Intern - Monthly
Eaton,3.9,21T -23T,Data Science Intern - Monthly
Ripik AI,4.2,19T -21T,Data Science Intern - Monthly
CodeClause,4.0,10L -10L,Data Science Intern
Zep Analytics,4.0,5T -5T,Data Science Intern - Monthly
Thriving Zen,3.5,10T -10T,Data Science Intern - Monthly
edureka!,3.7,2L -2L,Data Science Intern
Delta Sigma Technologies,4.0,24T -26T,Data Science Intern - Monthly
TCS,3.9,14T -16T,Data Science Intern - Monthly
iD Tech Camps,4.1,17T -18T,Data Science Intern - Monthly
Defence Research & Development Organisation,4.4,10T -11T,Data Science Intern - Monthly
NiYO,3.9,5L -5L,Data Science Intern
ExcelR,4.2,6T -6T,Data Science Intern - Monthly
EXL Service,3.8,10L -10L,Data Science Intern
NRIIT,,$96T -$1L,Data Science Intern
Aptean,3.5,9L -9L,Data Science Intern
Lumiq (India),3.5,15T -15T,Data Science Intern - Monthly
Honeywell,4.0,2L -2L,Data Science Intern
Ujjivan,3.9,14T -16T,Data Science Intern - Monthly
Tekno Point Multimedia,3.6,14T -16T,Data Science Intern - Monthly
Fractal,4.1,29T -31T,Data Science Intern
Neko Neko,2.0,5L -5L,Data Science Intern
LetsGrowMore,4.3,4L -4L,Data Science Intern
Mohit Sharma,4.0,10T -10T,Data Science Intern - Monthly
Incipient Technologies,4.0,10T -10T,Data Science Intern - Monthly
Gravity Infosolutions,4.4,7T -8T,Data Science Intern - Monthly
Alexis Multi-Speciality Hospital,4.1,2L -2L,Data Science Intern
Analytics Vidhya,4.0,29T -31T,Data Science Intern - Monthly
Accenture,4.0,5T -5T,Data Science Intern - Monthly
Stylumia,4.2,19T -21T,Data Science Intern - Monthly
TIW Private Equity,2.8,14T -16T,Data Science Intern - Monthly
Forsk Technologies,4.2,10T -11T,Data Science Intern - Monthly
Innodatatics,4.3,10T -10T,Data Science Intern - Monthly
Hashbrown Systems,3.8,6T -6T,Data Science Intern - Monthly
1K Networks,3.1,19T -21T,Data Science Intern - Monthly
MattsenKumar,3.6,2L -2L,Data Science Intern
Deloitte,4.1,3L -3L,Data Science Intern
Mahindra and Mahindra,3.9,29T -31T,Data Science Intern - Monthly
CareEdge,3.2,5T -5T,Data Science Intern - Monthly
AlmaBetter,4.2,10L -10L,Data Science Intern
TalentServe,2.3,10T -10T,Data Science Intern - Monthly
Betterplace Safety Solutions,3.8,48T -52T,Data Science Intern - Monthly
Minds NXT,3.3,2L -3L,Data Science Intern
Deloitte,4.1,24T -26T,Data Science Intern - Monthly
TestQuest,4.4,4L -5L,Data Science Intern
GormalOne,4.7,14T -16T,Data Science Intern - Monthly
Aptagrim Consulting,4.0,14T -16T,Data Science Intern - Monthly
Flipped by GAIUS,4.6,19T -21T,Data Science Intern - Monthly
Avery Dennison,4.0,33T -36T,Data Science Intern - Monthly
Trane Technologies,3.9,29T -31T,Data Science Intern - Monthly
Swiggy,4.0,38T -41T,Data Science Intern - Monthly
Internshala,3.8,21T -23T,Data Science Intern - Monthly
Aiotize,4.1,19T -21T,Data Science Intern - Monthly
Brane Enterprises (nslhub),3.4,19T -21T,Data Science Intern - Monthly
CarDekho,4.2,14T -16T,Data Science Intern - Monthly
RMSI (India),3.7,3L -3L,Data Science Intern
VCITY Technologies,3.4,10T -10T,Data Science Intern - Monthly
Exactspace Technologies,4.4,14T -16T,Data Science Intern - Monthly
Couture AI,3.5,95T -1L,Data Science Intern
Veritas Technologies,4.2,8T -8T,Data Science Intern - Monthly
The Sparks Foundation,3.8,2T -2T,Data Science Intern - Monthly
Berger Paints,3.5,5L -6L,Data Science Intern
MAERSK,4.2,5L -5L,Data Science Intern
Discover Dollar,4.8,19T -21T,Data Science Intern - Monthly
Infosenseglobal,3.6,29T -31T,Data Science Intern - Monthly
Kintu Designs,4.9,10T -10T,Data Science Intern - Monthly
TO THE NEW,4.1,14T -16T,Data Science Intern - Monthly
Compunnel,4.3,13T -14T,Data Science Intern - Monthly
Dun & Bradstreet India,3.5,24T -26T,Data Science Intern - Monthly
Algoritmo (Singapore),4.7,5T -5T,Data Science Intern - Monthly
Data is Good,4.8,14T -16T,Data Science Intern - Monthly
Mvg Innovations,4.3,29T -31T,Data Science Intern
brandonline.io,4.5,10T -11T,Data Science Intern - Monthly
Mu Sigma,3.5,3L -3L,Data Science Intern
Motilal Oswal Financial Services,3.7,58T -63T,Data Science Intern
Teachnook,4.2,10T -10T,Data Science Intern - Monthly
Bajaj Finserv Health,4.2,24T -26T,Data Science Intern - Monthly
Oasis Infobyte,4.1,3T -3T,Data Science Intern - Monthly
InvoLead,4.3,19T -21T,Data Science Intern - Monthly
DesireInfoWeb,3.9,24T -26T,Data Science Intern - Monthly
InViz AI Solutions,3.0,48T -52T,Data Science Intern - Monthly
Cognizant Technology Solutions,3.8,1L -2L,Data Science Intern
Advantmed,3.9,15T -16T,Data Science Intern - Monthly
Amptronics Techno,5.0,20T -22T,Data Science Intern - Monthly
Tiger Analytics,4.2,96T -1L,Data Science Intern
Discover Dollar,4.8,19T -21T,Data Science Intern - Monthly
Zunroof,3.6,33T -37T,Data Science Intern - Monthly
Convergent,2.9,10T -10T,Data Science Intern - Monthly
Analyttica Datalab,4.1,2L -2L,Data Science Intern
DigiAlly,5.0,14T -15T,Data Science Intern - Monthly
Website Developers India,3.7,10T -10T,Data Science Intern - Monthly
Fresher,4.1,4L -4L,Data Science Intern
Locobuzz,3.9,19T -21T,Data Science Intern - Monthly
Tech Mahindra,3.6,4L -4L,Data Science Intern
Oracle,3.9,26T -28T,Data Science Intern - Monthly
SIRPI Visualize and Decide,4.2,13T -15T,Data Science Intern - Monthly
Scaler Academy,4.0,3L -4L,Data Science Intern
Ministry of Electronics & Information Technology,3.9,12T -13T,Data Science Intern - Monthly
Appin Technology Lab,5.0,14T -16T,Data Science Intern - Monthly
Intrinsic Science Labs,4.7,10T -10T,Data Science Intern - Monthly
TomTom,4.2,87T -93T,Data Science Intern - Monthly
Denave,3.5,29T -31T,Data Science Intern - Monthly
ZS Associates,3.8,7L -7L,Data Science Intern
KPMG,3.8,10T -10T,Data Science Intern - Monthly
Corizo,3.6,97T -1L,Data Science Intern - Monthly
Elucidata (MA),4.2,4L -4L,Data Science Intern
Artificial Neurons,4.0,1L -1L,Data Science Intern
Technogeeks,4.6,8T -8T,Data Science Intern - Monthly
DataTrained,4.5,10T -10T,Data Science Intern - Monthly
Celebal Technologies,4.1,10T -10T,Data Science Intern - Monthly
Voziq,4.7,14T -16T,Data Science Intern - Monthly
Honeywell,4.0,2L -3L,Data Science Intern
TekGeminus Solutions (P) Ltd,4.6,10T -10T,Data Science Intern - Monthly
Thermax,3.9,5L -5L,Data Science Intern
AI Labs,3.8,12T -12T,Data Science Intern - Monthly
Credgenics,4.1,10T -10T,Data Science Intern - Monthly
ZettaMine Labs,4.0,$72T -$78T,Data Science Intern
KPMG,3.8,8T -8T,Data Science Intern - Monthly
VIT Infotech,3.6,12T -12T,Data Science Intern - Monthly
Netzwerk Academy,5.0,10T -10T,Data Science Intern - Monthly
Arjun,3.7,39T -42T,Data Science Intern - Monthly
Solytics Partners,4.1,1L -2L,Data Science Intern
FluxChat Infinity,,34T -36T,Data Science Intern - Monthly
Kenexoft Technologies,5.0,3T -3T,Data Science Intern - Monthly
Rezo.ai,4.2,19T -21T,Data Science Intern - Monthly
Tredence,4.1,24T -26T,Data Science Intern - Monthly
Eaton,3.9,21T -23T,Data Science Intern - Monthly
NIIT,3.8,39T -42T,Data Science Intern - Monthly
Vedasis Analytics,,2T -2T,Data Science Intern - Monthly
Extentia,4.0,29T -31T,Data Science Intern
DeepSphere.AI,3.8,20T -22T,Data Science Intern - Monthly
Paytm,3.6,22T -24T,Data Science Intern - Monthly
Datakalp,4.4,10T -11T,Data Science Intern - Monthly
Mohs10 Technologies,4.6,2L -2L,Data Science Intern
AICAN Automate,4.0,29T -31T,Data Science Intern - Monthly
Yubi,3.3,5L -5L,Data Science Intern
Roni Analytics,4.0,14T -16T,Data Science Intern - Monthly
Draup,4.1,29T -31T,Data Science Intern - Monthly
Piramal Finance,4.2,67T -72T,Data Science Intern
actyv.ai,2.5,24T -26T,Data Science Intern - Monthly
People Group,4.5,19T -21T,Data Science Intern - Monthly
AutomationEdge,3.5,21T -23T,Data Science Intern - Monthly
Course5 Intelligence,4.4,24T -26T,Data Science Intern - Monthly
Borgward Technology India,4.7,10T -10T,Data Science Intern - Monthly
Yoshops,3.7,10T -10T,Data Science Intern - Monthly
Vumonic Datalabs,3.6,19T -21T,Data Science Intern - Monthly
Genpact India,3.8,14T -16T,Data Science Intern - Monthly
ONLEI Technologies,3.7,48T -52T,Data Science Intern
